observation.state,action,episode_index,frame_index,timestamp,next.done,index,task_index,data_file
"[-0.02078811 -0.7975774   1.0742828  -0.05871106 -0.33921152 -0.02483631
  0.75643194 -0.03690873 -0.7195293   1.0483392  -0.20353839 -0.36233807
  0.2853718   0.84710205]","[-0.02147573 -0.79767     1.0691847  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,362,7.24,False,3162,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02080832 -0.79759717  1.0737233  -0.05897775 -0.3398454  -0.02469145
  0.7546859  -0.03689658 -0.7194896   1.0483414  -0.20355083 -0.3624682
  0.28537038  0.84709436]","[-0.01994175 -0.79767     1.0691847  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,363,7.26,False,3163,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02076031 -0.7976149   1.073395   -0.05906657 -0.34025833 -0.02479381
  0.75695056 -0.03688597 -0.7194587   1.0483395  -0.20355156 -0.3625494
  0.28537017  0.84709126]","[-0.02147573 -0.79767     1.0676507  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,364,7.28,False,3164,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02078949 -0.7976235   1.0727975  -0.05922851 -0.34023887 -0.0247482
  0.7578487  -0.03687676 -0.7194345   1.0483378  -0.20354737 -0.36259246
  0.28537142  0.84708804]","[-0.02147573 -0.79767     1.0676507  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,365,7.3,False,3165,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02087186 -0.797632    1.0722053  -0.05923645 -0.34031093 -0.02478401
  0.7581464  -0.03686877 -0.7194155   1.0483372  -0.20354345 -0.36261284
  0.28537202  0.8470839 ]","[-0.02147573 -0.79767     1.0661167  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.36968938
  0.28532043  0.8514821 ]",7,366,7.32,False,3166,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02095095 -0.7976362   1.07141    -0.05924217 -0.34024212 -0.02482618
  0.7541466  -0.03686146 -0.719402    1.0483263  -0.2035471  -0.36220813
  0.28537002  0.8471068 ]","[-0.02147573 -0.79767     1.0661167  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,367,7.34,False,3167,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02102028 -0.79764247  1.0707152  -0.05922123 -0.3403356  -0.02483297
  0.75693583 -0.03685579 -0.7193887   1.04834    -0.20353565 -0.36212543
  0.28537196  0.8470769 ]","[-0.01994175 -0.79767     1.0661167  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,368,7.36,False,3168,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0209547  -0.7976499   1.0703412  -0.05907914 -0.34049097 -0.02490607
  0.7576363  -0.03685075 -0.7193786   1.0483465  -0.20353408 -0.36230156
  0.2853747   0.8470574 ]","[-0.02147573 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03834952 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,369,7.38,False,3169,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0209604  -0.7976504   1.069733   -0.05918854 -0.340341   -0.02474946
  0.7578626  -0.03697319 -0.71937144  1.0483432  -0.20362389 -0.36246052
  0.28537557  0.84710556]","[-0.01994175 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.36968938
  0.28378645  0.8514821 ]",7,370,7.4,False,3170,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02089474 -0.79765266  1.06914    -0.0590883  -0.34035683 -0.02483463
  0.7537349  -0.03701592 -0.7193675   1.0483284  -0.20338275 -0.3621334
  0.28393975  0.8471133 ]","[-0.02147573 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,371,7.42,False,3171,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0209068  -0.797657    1.0688066  -0.05913671 -0.3404729  -0.0247525
  0.75581837 -0.03699842 -0.7193619   1.0483377  -0.20366223 -0.36209258
  0.2849368   0.84703445]","[-0.02147573 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,372,7.44,False,3172,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.0209732  -0.79766065  1.0686688  -0.05921981 -0.34055823 -0.02468588
  0.7573069  -0.03697508 -0.71935755  1.0483456  -0.20343792 -0.36228958
  0.2842952   0.8470572 ]","[-0.01994175 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,373,7.46,False,3173,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02091182 -0.7976628   1.0686295  -0.05910875 -0.34058827 -0.02481213
  0.7575332  -0.03695494 -0.71935505  1.0483412  -0.2036288  -0.36245117
  0.28497648  0.8470323 ]","[-0.02147573 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,374,7.48,False,3174,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02092254 -0.79765856  1.0681679  -0.05920389 -0.34033573 -0.02471991
  0.7576729  -0.03693626 -0.71935314  1.0483387  -0.20343256 -0.36254707
  0.28422228  0.8470695 ]","[-0.02147573 -0.79767     1.0645827  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.36968938
  0.28378645  0.8514821 ]",7,375,7.5,False,3175,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02098698 -0.79766256  1.0680798  -0.05924766 -0.34054142 -0.02476784
  0.7557857  -0.03692055 -0.7193533   1.0483247  -0.20349233 -0.3621814
  0.2835628   0.8470849 ]","[-0.01994175 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,376,7.52,False,3176,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02092469 -0.7976613   1.0678445  -0.05916499 -0.3404435  -0.02486836
  0.75651467 -0.03690726 -0.7193507   1.0483373  -0.20377894 -0.36211833
  0.2852007   0.84705687]","[-0.01994175 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,377,7.54,False,3177,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02080779 -0.79766     1.0674816  -0.0591268  -0.34036368 -0.02486243
  0.757058   -0.03689474 -0.7193486   1.0483464  -0.20341104 -0.36230093
  0.2843324   0.8470885 ]","[-0.02147573 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,378,7.56,False,3178,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02082436 -0.79766107  1.0672524  -0.05923298 -0.34041518 -0.02473574
  0.75729835 -0.03688504 -0.71934795  1.0483421  -0.2034322  -0.3624545
  0.28351897  0.8470613 ]","[-0.01994175 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,379,7.58,False,3179,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02077487 -0.7976625   1.0671471  -0.05914766 -0.34047675 -0.02481066
  0.7572473  -0.03687613 -0.7193478   1.0483372  -0.2037695  -0.3625493
  0.28518912  0.8470545 ]","[-0.01994175 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,380,7.6,False,3180,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02067639 -0.7976635   1.067111   -0.05909418 -0.34051463 -0.02486502
  0.75711715 -0.03686741 -0.71934736  1.0483375  -0.20341998 -0.36259636
  0.28433764  0.84710467]","[-0.02147573 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,381,7.62,False,3181,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02070955 -0.79766405  1.0671037  -0.05927175 -0.34054533 -0.02471627
  0.75718254 -0.03686133 -0.7193472   1.0483353  -0.203601   -0.36261678
  0.28492898  0.8470678 ]","[-0.02147573 -0.79767     1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0461749  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,382,7.64,False,3182,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02079988 -0.7976644   1.0671046  -0.05938539 -0.34057203 -0.02464424
  0.7572869  -0.03685494 -0.7193514   1.0488042  -0.20329201 -0.36280158
  0.28420275  0.84711844]","[-0.02147573 -0.796136    1.0630487  -0.05368933 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28532043  0.8514821 ]",7,383,7.66,False,3183,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02088417 -0.7974639   1.0670931  -0.05908122 -0.34070072 -0.02493957
  0.75738025 -0.03685037 -0.7193471   1.0488955  -0.20368625 -0.36258984
  0.2850295   0.84706575]","[-0.02147573 -0.7946021   1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,384,7.68,False,3184,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02096037 -0.7969962   1.0670741  -0.05921054 -0.34084517 -0.02493965
  0.7553885  -0.03684519 -0.7193436   1.048671   -0.20356268 -0.36248922
  0.2842195   0.84708333]","[-0.02147573 -0.7930681   1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03834952 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,385,7.7,False,3185,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02102827 -0.79630166  1.0670623  -0.05935838 -0.34093222 -0.02480839
  0.75404596 -0.03696869 -0.7193438   1.0484816  -0.20364136 -0.3625493
  0.28354105  0.84711814]","[-0.01994175 -0.7915341   1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03834952 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,386,7.72,False,3186,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02095935 -0.79542595  1.0670602  -0.05944436 -0.34095997 -0.02489955
  0.75609654 -0.03713956 -0.71934503  1.0483806  -0.20369913 -0.3626213
  0.283778    0.84714514]","[-0.01994175 -0.7915341   1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,387,7.74,False,3187,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02083682 -0.7946094   1.0670732  -0.05949439 -0.34089437 -0.02500457
  0.7566027  -0.03716877 -0.71934587  1.0483412  -0.20349905 -0.36264887
  0.2838871   0.8471041 ]","[-0.02147573 -0.7915341   1.0630487  -0.05522331 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,388,7.76,False,3188,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02084817 -0.7939488   1.0670894  -0.0597571  -0.3408157  -0.02490479
  0.7548542  -0.03713162 -0.7193462   1.048331   -0.20340902 -0.36265197
  0.28386283  0.8470741 ]","[-0.02147573 -0.7915341   1.0630487  -0.05368933 -0.3512816  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,389,7.78,False,3189,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02091946 -0.7934272   1.0671003  -0.05939782 -0.34076244 -0.02505495
  0.755833   -0.03709171 -0.7193463   1.0483315  -0.20345344 -0.36264604
  0.2838383   0.8470665 ]","[-0.01994175 -0.7915341   1.0630487  -0.05522331 -0.3528156  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,390,7.8,False,3190,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02086554 -0.7930148   1.0671185  -0.05918196 -0.34106505 -0.02509127
  0.75634086 -0.03705592 -0.71934617  1.0483344  -0.20352025 -0.3626387
  0.28383225  0.84707177]","[-0.01994175 -0.7915341   1.0630487  -0.05522331 -0.3528156  -0.02454369
  0.2675674  -0.03681554 -0.717903    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,391,7.82,False,3191,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02075654 -0.79269177  1.0671208  -0.05925794 -0.34147105 -0.02494956
  0.75637215 -0.03702451 -0.7191442   1.0483273  -0.20354211 -0.36268228
  0.28382793  0.8470912 ]","[-0.02147573 -0.7915341   1.0630487  -0.05522331 -0.35434958 -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,392,7.84,False,3192,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02078008 -0.79243666  1.0671301  -0.05936312 -0.34210947 -0.02479148
  0.7565099  -0.03699728 -0.7190779   1.0483369  -0.20356196 -0.3626307
  0.2838407   0.8470936 ]","[-0.01994175 -0.7915341   1.0630487  -0.05522331 -0.35588354 -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,393,7.86,False,3193,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02073676 -0.79223543  1.0671405  -0.05923892 -0.34311315 -0.02486243
  0.75253457 -0.03697365 -0.7191191   1.0483435  -0.20356442 -0.36260092
  0.28383744  0.8470927 ]","[-0.02147573 -0.7915341   1.0630487  -0.05522331 -0.35741752 -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.36968938
  0.28532043  0.8514821 ]",7,394,7.88,False,3194,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02077018 -0.7920776   1.067144   -0.05920967 -0.34437376 -0.02481334
  0.7552198  -0.03695279 -0.7191668   1.0483315  -0.20372503 -0.36219126
  0.2852437   0.8471116 ]","[-0.02147573 -0.7915341   1.0630487  -0.05522331 -0.35741752 -0.02454369
  0.2675674  -0.03681554 -0.717903    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,395,7.9,False,3195,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02085537 -0.7919562   1.0671269  -0.0592019  -0.34540227 -0.0247453
  0.7561111  -0.03693462 -0.7190017   1.0483346  -0.20334834 -0.36216456
  0.2842772   0.8471277 ]","[-0.02147573 -0.7915341   1.0630487  -0.05368933 -0.3604855  -0.02454369
  0.2675674  -0.03681554 -0.719437    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,396,7.92,False,3196,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02093563 -0.7918583   1.0671332  -0.05867635 -0.34682608 -0.02497269
  0.75456125 -0.03692    -0.71896523  1.0483456  -0.20342165 -0.3622989
  0.28352612  0.8470745 ]","[-0.02147573 -0.7915341   1.0630487  -0.05522331 -0.3604855  -0.02454369
  0.2675674  -0.03681554 -0.717903    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,397,7.94,False,3197,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02100808 -0.7917833   1.067122   -0.05860619 -0.34810588 -0.02478204
  0.7551634  -0.03690641 -0.7188288   1.048338   -0.20360295 -0.36247814
  0.28378263  0.84707886]","[-0.01994175 -0.7915341   1.0645827  -0.05522331 -0.36201948 -0.02454369
  0.2675674  -0.03681554 -0.717903    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,398,7.96,False,3198,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[-0.02094448 -0.7917294   1.0675766  -0.05861117 -0.3495181  -0.02468502
  0.7556884  -0.03689423 -0.71862614  1.0483327  -0.20359658 -0.36257714
  0.2838893   0.84710425]","[-0.02147573 -0.7915341   1.0645827  -0.05522331 -0.36355346 -0.02454369
  0.2675674  -0.03681554 -0.717903    1.0446409  -0.19788353 -0.37122336
  0.28378645  0.8514821 ]",7,399,7.98,True,3199,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.   -0.96  1.16  0.   -0.3   0.    0.    0.   -0.96  1.16  0.   -0.3
  0.    0.  ]","[ 0.00613592 -0.9526021   1.1581556  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.9878836   1.1796312  -0.00460194 -0.3129321
  0.02147573  0.20277385]",17,0,0.0,False,6800,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 5.0194876e-04 -9.5910150e-01  1.1604552e+00 -3.1922229e-03
 -2.9660645e-01 -1.0920500e-02  1.4248759e-02  3.7545094e-04
 -9.6379882e-01  1.1672918e+00 -3.9561014e-03 -3.0315983e-01
  2.0367082e-02  1.5675319e-02]","[ 0.00613592 -0.9510681   1.1566216  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.98328173  1.1780972  -0.00460194 -0.3129321
  0.02607767  0.20277385]",17,1,0.02,False,6801,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 1.1975312e-03 -9.5768487e-01  1.1607150e+00 -1.0087928e-02
 -2.9180968e-01 -1.4742687e-02  3.5007045e-02  9.0139039e-04
 -9.6815044e-01  1.1753639e+00 -5.5567869e-03 -3.0389071e-01
  3.0078834e-02  3.8546298e-02]","[ 0.00460194 -0.94800013  1.1566216  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.98021376  1.1765633  -0.00306796 -0.3129321
  0.03067962  0.20358974]",17,2,0.04,False,6802,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00171387 -0.9559789   1.1606758  -0.01365607 -0.2886484  -0.01261156
  0.05480347  0.00138125 -0.97109157  1.1793122  -0.00616735 -0.30296975
  0.03078827  0.05965058]","[ 0.00613592 -0.94646615  1.1550876  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.9786798   1.1750293  -0.00460194 -0.3129321
  0.03374758  0.20358974]",17,3,0.06,False,6803,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00222897 -0.95418996  1.1601291  -0.01354727 -0.28682834 -0.01211341
  0.07214878  0.00180033 -0.9729733   1.1800734  -0.00727338 -0.30246463
  0.03369759  0.07814303]","[ 0.00460194 -0.94493216  1.1566216  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00306796 -0.9756118   1.1750293  -0.00460194 -0.3129321
  0.03374758  0.20277385]",17,4,0.08,False,6804,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00260408 -0.9524465   1.159968   -0.01264552 -0.28630623 -0.01231148
  0.087137    0.00203952 -0.97391707  1.1796637  -0.00754103 -0.3029255
  0.03428304  0.0943347 ]","[ 0.00613592 -0.94186425  1.1550876  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.9740778   1.1750293  -0.00460194 -0.31446606
  0.03528156  0.20358974]",17,5,0.1,False,6805,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00299865 -0.9505403   1.1596729  -0.01212413 -0.28596556 -0.01226483
  0.10003667  0.00230944 -0.9742257   1.1792095  -0.00756815 -0.3040484
  0.03508853  0.10834771]","[ 0.00460194 -0.94033027  1.1550876  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.97100985  1.1734953  -0.00460194 -0.31446606
  0.03681554  0.20358974]",17,6,0.12,False,6806,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00327214 -0.9486052   1.1592729  -0.01203294 -0.28583696 -0.01223836
  0.11130674  0.00260048 -0.9739199   1.1784608  -0.00759039 -0.30491066
  0.03695491  0.12056623]","[ 0.00613592 -0.9387963   1.1550876  -0.00920388 -0.2945243  -0.01073787
  0.18531048  0.00306796 -0.9679419   1.1734953  -0.00460194 -0.31446606
  0.03681554  0.20358974]",17,7,0.14,False,6807,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00357982 -0.9467416   1.1590295  -0.01214697 -0.28584716 -0.01085618
  0.12105259  0.00273377 -0.97303873  1.1777737  -0.00736298 -0.3055561
  0.03714358  0.13126612]","[ 0.00613592 -0.9357283   1.1550876  -0.00920388 -0.2945243  -0.01073787
  0.18531048  0.00460194 -0.96334     1.1734953  -0.00460194 -0.31446606
  0.03681554  0.20358974]",17,8,0.16,False,6808,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00390503 -0.94474345  1.1589146  -0.01200418 -0.28590757 -0.01044962
  0.12956238  0.00291275 -0.9714873   1.1773988  -0.00722795 -0.30599537
  0.03676849  0.14048022]","[ 0.00460194 -0.9341943   1.1550876  -0.00920388 -0.29299033 -0.01073787
  0.18531048  0.00460194 -0.95720404  1.1734953  -0.00306796 -0.31446606
  0.03681554  0.20358974]",17,9,0.18,False,6809,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00406765 -0.9427361   1.1588671  -0.01203036 -0.28548664 -0.01075951
  0.13700055  0.00312567 -0.96909356  1.1772462  -0.00670733 -0.30622563
  0.03672105  0.14854683]","[ 0.00613592 -0.93266034  1.1550876  -0.00920388 -0.29299033 -0.01073787
  0.18531048  0.00460194 -0.9510681   1.1734953  -0.00460194 -0.31446606
  0.03681554  0.20358974]",17,10,0.2,False,6810,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00427273 -0.94081235  1.1588683  -0.01206703 -0.28494158 -0.01080997
  0.14340632  0.00331643 -0.96591294  1.1772071  -0.00667951 -0.30627623
  0.0369343   0.15550028]","[ 0.00613592 -0.93112636  1.1550876  -0.00920388 -0.29299033 -0.01073787
  0.18531048  0.00460194 -0.94339824  1.1734953  -0.00460194 -0.31446606
  0.03834952  0.20358974]",17,11,0.22,False,6811,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00450759 -0.93896836  1.1588837  -0.01208739 -0.28457484 -0.01073954
  0.14899375  0.00348345 -0.9618936   1.177207   -0.00721208 -0.30626646
  0.0383044   0.16155708]","[ 0.00613592 -0.9295924   1.1520196  -0.00920388 -0.2945243  -0.01073787
  0.18531048  0.00306796 -0.93266034  1.1734953  -0.00460194 -0.31446606
  0.03834952  0.20358974]",17,12,0.24,False,6812,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00471865 -0.9371813   1.1579716  -0.01219734 -0.28442228 -0.01073353
  0.15387759  0.00350291 -0.95669913  1.1772034  -0.00740392 -0.30630618
  0.03862561  0.16692118]","[ 0.00613592 -0.9280584   1.1520196  -0.0076699  -0.2945243  -0.01073787
  0.18531048  0.00460194 -0.9219225   1.1734953  -0.00460194 -0.31446606
  0.03834952  0.20358974]",17,13,0.26,False,6813,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00490399 -0.935454    1.1568526  -0.01157547 -0.28490975 -0.01084751
  0.15817024  0.00358231 -0.950348    1.1771988  -0.00736475 -0.30632365
  0.03831385  0.17150131]","[ 0.00613592 -0.9280584   1.1520196  -0.0076699  -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.90811664  1.1734953  -0.00306796 -0.31446606
  0.03834952  0.20358974]",17,14,0.28,False,6814,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.0050645  -0.93397635  1.156181   -0.01064085 -0.28544623 -0.01217247
  0.16185875  0.00370885 -0.9393145   1.1770937  -0.0068231  -0.30687106
  0.03823943  0.17555855]","[ 0.00613592 -0.9265244   1.1520196  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00306796 -0.89431083  1.1734953  -0.00460194 -0.31446606
  0.03681554  0.20358974]",17,15,0.3,False,6815,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00520253 -0.9325956   1.155882   -0.01103185 -0.28578386 -0.01244179
  0.1649705   0.00369773 -0.92258006  1.1769633  -0.0066575  -0.30746475
  0.03701513  0.17909609]","[ 0.00613592 -0.9265244   1.1520196  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.87743706  1.1734953  -0.00460194 -0.31600004
  0.03681554  0.20440753]",17,16,0.32,False,6816,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00532377 -0.9313987   1.1557943  -0.01176186 -0.2858727  -0.01226292
  0.16774733  0.00375102 -0.90425265  1.1770091  -0.00703308 -0.3075038
  0.03654748  0.18212804]","[ 0.00613592 -0.9265244   1.1520196  -0.00920388 -0.2945243  -0.01227185
  0.18531048  0.00460194 -0.8605632   1.1734953  -0.00306796 -0.31600004
  0.03681554  0.20440753]",17,17,0.34,False,6817,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
"[ 0.00542986 -0.9304414   1.1557918  -0.01211708 -0.2858366  -0.01230232
  0.17020623  0.00385472 -0.8880654   1.177181   -0.00668373 -0.30695376
  0.03674057  0.18485698]","[ 0.00460194 -0.9265244   1.1520196  -0.00920388 -0.2945243  -0.01380583
  0.18531048  0.00306796 -0.84215546  1.1734953  -0.00460194 -0.31600004
  0.03681554  0.20440753]",17,18,0.36,False,6818,0,aloha_sim_transfer_cube_human\data\chunk-000\file-000.parquet
