selection_rank,index,episode_index,frame_index,timestamp,task_index,coreset_score,action_delta,state_delta,vision_delta,rarity
615,7252,18,52,1.04,0,0.03264784,0.014503313,0.0057067885,0.023479722,0.135167
616,7258,18,58,1.16,0,0.038393743,0.04552298,0.014728781,0.010798543,0.107192464
617,7262,18,62,1.24,0,0.045325056,0.04082672,0.024850301,0.011203213,0.1468155
618,7266,18,66,1.32,0,0.04824295,0.020251276,0.020867087,0.019475868,0.20712842
619,7270,18,70,1.4,0,0.0403357,0.013311125,0.017550081,0.018246371,0.17818461
620,7274,18,74,1.48,0,0.038688824,0.006859555,0.007769191,0.023237513,0.190242
621,7278,18,78,1.56,0,0.044603918,0.009662921,0.007849475,0.019017814,0.2300338
622,7282,18,82,1.64,0,0.052821524,0.008744277,0.007857799,0.025094116,0.2768203
623,7286,18,86,1.72,0,0.041466143,0.006696869,0.005820168,0.023372293,0.21216081
624,7290,18,90,1.8,0,0.03431777,0.004999722,0.003984637,0.024741182,0.16924272
625,7294,18,94,1.88,0,0.029429715,0.002843833,0.003464408,0.023089882,0.14530534
626,7348,18,148,2.96,0,0.03089137,0.0045213774,0.0033766993,0.02601879,0.1464001
627,7355,18,155,3.1,0,0.043474972,0.013448517,0.007918981,0.0067584403,0.23399091
628,7360,18,160,3.2,0,0.046150103,0.00886143,0.009860465,0.024862781,0.22911862
629,7386,18,186,3.72,0,0.035639275,0.041666906,0.016537294,0.024258744,0.072378986
630,7401,18,201,4.02,0,0.073646046,0.020090591,0.012345751,0.023648115,0.3841058
631,7405,18,205,4.1,0,0.15438461,0.02599349,0.0318841,0.077736065,0.785879
632,7411,18,211,4.22,0,0.17306606,0.038642183,0.03670971,0.10782495,0.82271755
633,7415,18,215,4.3,0,0.12890764,0.030808456,0.026136942,0.071183585,0.62529695
634,7419,18,219,4.38,0,0.076661065,0.018209375,0.019992724,0.022919182,0.39706537
635,7423,18,223,4.46,0,0.094855666,0.018067515,0.013146607,0.013192617,0.54631484
636,7428,18,228,4.56,0,0.08264841,0.012484595,0.01239151,0.0392325,0.43581867
637,7432,18,232,4.64,0,0.07563198,0.018350169,0.012629292,0.035080682,0.3818795
638,7436,18,236,4.72,0,0.05786427,0.008134414,0.012981122,0.032581158,0.29084435
639,7441,18,241,4.82,0,0.08207297,0.006358972,0.013979208,0.038477205,0.4448882
640,7445,18,245,4.9,0,0.06739281,0.0042872424,0.020381467,0.01662374,0.3776065
641,7450,18,250,5.0,0,0.06075018,0.0065301177,0.01888056,0.036911912,0.29677677
642,7454,18,254,5.08,0,0.06733578,0.0057519265,0.017183697,0.04023396,0.3397879
643,7458,18,258,5.16,0,0.058664955,0.0061233803,0.011023275,0.031088693,0.3066252
644,7463,18,263,5.26,0,0.06892474,0.006063065,0.009510718,0.034526736,0.37195536
645,7467,18,267,5.34,0,0.047004472,0.005215627,0.006161398,0.012499604,0.27009168
646,7474,18,274,5.48,0,0.04276181,0.00402179,0.004224382,0.02213357,0.23176463
647,7480,18,280,5.6,0,0.048044536,0.0032082787,0.0046946737,0.017143747,0.27641356
648,7484,18,284,5.68,0,0.038551845,0.0044554234,0.003780759,0.015989054,0.21366663
649,7488,18,288,5.76,0,0.035993386,0.0014851396,0.0036708713,0.021970121,0.1937556
650,7536,18,336,6.72,0,0.02940483,0.027605727,0.011712521,0.0078722695,0.09897751
651,7549,18,349,6.98,0,0.04900603,0.0085315,0.008438054,0.010074224,0.27594623
652,7553,18,353,7.06,0,0.09519686,0.012034844,0.017880905,0.078809366,0.44541395
653,7560,18,360,7.2,0,0.11755416,0.020108905,0.023284933,0.061992846,0.59464395
654,7566,18,366,7.32,0,0.12014358,0.03109351,0.035280548,0.113860056,0.47983798
655,7570,18,370,7.4,0,0.12303371,0.040608924,0.03603541,0.067522116,0.5528747
656,7574,18,374,7.48,0,0.12809984,0.043712936,0.027801564,0.105958134,0.5290693
657,7578,18,378,7.56,0,0.07503747,0.012004245,0.013703239,0.036383666,0.38876173
658,7582,18,382,7.64,0,0.098655626,0.008268885,0.011815131,0.080347635,0.48480546
659,7586,18,386,7.72,0,0.07878962,0.011212548,0.011722279,0.04158604,0.4102543
660,7590,18,390,7.8,0,0.087129414,0.006530133,0.009645241,0.06551558,0.44035777
661,7596,18,396,7.92,0,0.0693643,0.003929322,0.0053873276,0.02728849,0.39880052
662,7600,19,0,0.0,0,0.51769906,0.48329645,0.648975,0.63851094,0.17782547
663,7604,19,4,0.08,0,0.03142645,0.0030915732,0.012050315,0.027718205,0.13601512
664,7620,19,20,0.4,0,0.054534905,0.009586565,0.0070073446,0.043883562,0.2563792
665,7625,19,25,0.5,0,0.08689445,0.0104312785,0.015115389,0.055326346,0.43755382
666,7631,19,31,0.62,0,0.055368513,0.010450008,0.012213974,0.030682376,0.27324614
667,7636,19,36,0.72,0,0.04008232,0.013111677,0.0064206617,0.012461708,0.20515095
668,7640,19,40,0.8,0,0.04458891,0.02879933,0.008435951,0.019400405,0.18366702
669,7644,19,44,0.88,0,0.06203009,0.050475083,0.014453253,0.033932254,0.2151162
670,7648,19,48,0.96,0,0.07368431,0.06193769,0.02482059,0.02616873,0.26172528
671,7654,19,54,1.08,0,0.057449758,0.008951139,0.016551541,0.032215703,0.28083366
672,7658,19,58,1.16,0,0.05177638,0.009662938,0.010464659,0.028009186,0.25850594
673,7664,19,64,1.28,0,0.0368454,0.005815484,0.0067238505,0.025182102,0.17888993
674,7668,19,68,1.36,0,0.030733097,0.004774053,0.0054071206,0.01949531,0.15224381
675,7690,19,90,1.8,0,0.035462804,0.0069659264,0.004826702,0.025925204,0.1689117
676,7726,19,126,2.52,0,0.0300495,0.033495184,0.021715619,0.008982144,0.071011625
677,7740,19,140,2.8,0,0.04290621,0.015023669,0.008049776,0.018481659,0.20676711
678,7744,19,144,2.88,0,0.110334,0.025508124,0.017834794,0.07381295,0.5232948
679,7748,19,148,2.96,0,0.13687605,0.027824098,0.03239173,0.079488866,0.6611165
680,7752,19,152,3.04,0,0.16130567,0.03584904,0.039810754,0.07701439,0.7970148
681,7758,19,158,3.16,0,0.13134629,0.04206955,0.049465783,0.054391455,0.6043842
682,7762,19,162,3.24,0,0.08755438,0.029730724,0.03489144,0.04579948,0.3798393
683,7766,19,166,3.32,0,0.074279696,0.014526026,0.019472133,0.04320307,0.35684523
684,7770,19,170,3.4,0,0.067190245,0.007997735,0.0118501615,0.040654775,0.34176537
685,7774,19,174,3.48,0,0.069927394,0.007858624,0.019533806,0.03541187,0.35626972
686,7778,19,178,3.56,0,0.08507587,0.007425695,0.027097851,0.036362246,0.44407904
687,7784,19,184,3.68,0,0.07748075,0.0043721334,0.015640797,0.04545643,0.40450794
688,7788,19,188,3.76,0,0.059118688,0.004617486,0.009638327,0.04342485,0.2949118
689,7793,19,193,3.86,0,0.04202343,0.0032082775,0.006819513,0.011683675,0.24183157
690,7799,19,199,3.98,0,0.03399328,0.0035353266,0.0047677206,0.0041389638,0.2035283
691,7803,19,203,4.06,0,0.03901831,0.00477407,0.0038198736,0.0060578478,0.2325197
692,7807,19,207,4.14,0,0.043116435,0.0039293165,0.0037573096,0.012434357,0.25128838
693,7811,19,211,4.22,0,0.029877642,0.0046174936,0.003615135,0.0069999895,0.17071825
694,7818,19,218,4.36,0,0.031766437,0.0032082708,0.0031859102,0.03021114,0.14862853
695,7874,19,274,5.48,0,0.033956427,0.011693984,0.010046021,0.017804794,0.15267219
696,7878,19,278,5.56,0,0.055203337,0.017821666,0.015409709,0.018911043,0.2692371
697,7883,19,283,5.66,0,0.078683265,0.039283767,0.02263255,0.015247599,0.36975938
698,7887,19,287,5.74,0,0.09395731,0.03643894,0.03747136,0.039024234,0.41386524
699,7891,19,291,5.82,0,0.085228086,0.032333795,0.034465455,0.02897011,0.38701576
700,7896,19,296,5.92,0,0.08319406,0.023653705,0.030431628,0.033835698,0.3923229
701,7900,19,300,6.0,0,0.045122225,0.0077645183,0.0119458875,0.024560597,0.22185346
702,7904,19,304,6.08,0,0.05750364,0.0091951005,0.007686761,0.030002214,0.2990874
703,7908,19,308,6.16,0,0.07456117,0.010845931,0.007927139,0.043937605,0.38532603
704,7912,19,312,6.24,0,0.052809455,0.007375999,0.006201705,0.02462321,0.2834775
705,7916,19,316,6.32,0,0.03656184,0.0041121775,0.0043487,0.026648862,0.18248789
706,7922,19,322,6.44,0,0.033845715,0.008952025,0.003980198,0.014281402,0.17431405
707,7926,19,326,6.52,0,0.053374156,0.009624797,0.007052854,0.023413485,0.28259262
708,7930,19,330,6.6,0,0.063190885,0.01331112,0.011473131,0.03608478,0.3109501
709,7934,19,334,6.68,0,0.049070265,0.013421143,0.01054629,0.026206627,0.23456424
710,7938,19,338,6.76,0,0.033608615,0.0024252124,0.0064879614,0.023136675,0.1690242
711,8000,20,0,0.0,0,0.500241,0.50966686,0.6618612,0.5104881,0.19180192
712,8004,20,4,0.08,0,0.034304712,0.0008574485,0.011078726,0.033502538,0.15239525
713,8020,20,20,0.4,0,0.062100727,0.008574485,0.0060209357,0.047666956,0.3045179
714,8026,20,26,0.52,0,0.07186809,0.010501522,0.010402155,0.034468405,0.3798328
715,8030,20,30,0.6,0,0.054765612,0.0074750558,0.008059691,0.024668027,0.29311606
716,8037,20,37,0.74,0,0.06418738,0.005878367,0.005891326,0.02356639,0.36510345
717,8042,20,42,0.84,0,0.05652772,0.0075710313,0.005371786,0.04354381,0.27765974
718,8046,20,46,0.92,0,0.039465647,0.010680043,0.0062671914,0.010067305,0.21096005
719,8050,20,50,1.0,0,0.061544,0.018283427,0.007912402,0.044314593,0.28058702
720,8054,20,54,1.08,0,0.05013316,0.032130007,0.012103283,0.02365141,0.1996599
721,8058,20,58,1.16,0,0.053630624,0.04761141,0.019267403,0.017540837,0.18509713
722,8062,20,62,1.24,0,0.0660957,0.03504863,0.026124451,0.022690484,0.27749965
723,8066,20,66,1.32,0,0.06872526,0.009605423,0.019152157,0.0322391,0.35010365
724,8070,20,70,1.4,0,0.05337415,0.00923498,0.014437504,0.026997183,0.26522157
725,8074,20,74,1.48,0,0.063481495,0.0076692305,0.0110536795,0.041704673,0.31738445
726,8078,20,78,1.56,0,0.033787414,0.006358993,0.0069819987,0.02184226,0.16237132
727,8140,20,140,2.8,0,0.05465638,0.011471848,0.007897022,0.0269349,0.279555
728,8144,20,144,2.88,0,0.041960496,0.0088694915,0.006694303,0.018972667,0.21626288
729,8148,20,148,2.96,0,0.029556759,0.004999715,0.00583712,0.017477565,0.14652126
730,8168,20,168,3.36,0,0.03926398,0.063925155,0.0054572336,0.015234748,0.07811452
731,8175,20,175,3.5,0,0.04926284,0.015352635,0.029542983,0.010935959,0.22513121
732,8180,20,180,3.6,0,0.058114685,0.009700891,0.015589052,0.02986447,0.28903994
733,8184,20,184,3.68,0,0.093020946,0.017862894,0.02333045,0.044831965,0.4648555
734,8188,20,188,3.76,0,0.14934045,0.023777703,0.025855618,0.08918775,0.74838275
735,8192,20,192,3.84,0,0.1676429,0.02852861,0.02836979,0.12133853,0.8015387
736,8196,20,196,3.92,0,0.09866937,0.021177365,0.020359378,0.03607621,0.51432264
737,8202,20,202,4.04,0,0.120944925,0.022375893,0.024217049,0.072058834,0.59362924
738,8206,20,206,4.12,0,0.07572241,0.03049665,0.02400105,0.04390498,0.32048047
739,8212,20,212,4.24,0,0.06724724,0.010613935,0.011395398,0.045201372,0.32922116
740,8217,20,217,4.34,0,0.059834503,0.0024252306,0.006633708,0.019050768,0.35043034
741,8221,20,221,4.42,0,0.03233203,0.0014851444,0.007361567,0.005932954,0.18992397
742,8225,20,225,4.5,0,0.029728502,0.002843835,0.009460245,0.003928061,0.16924055
743,8230,20,230,4.6,0,0.06580781,0.0021003112,0.017342947,0.030643819,0.35384005
744,8236,20,236,4.72,0,0.065112956,0.007376038,0.022998516,0.03941704,0.31284967
745,8242,20,242,4.84,0,0.07400765,0.011212584,0.012068186,0.035813898,0.38741815
746,8248,20,248,4.96,0,0.07497358,0.011187232,0.007912403,0.052554622,0.37294194
747,8254,20,254,5.08,0,0.05557865,0.0052856607,0.00978676,0.031127578,0.29000056
748,8258,20,258,5.16,0,0.045514937,0.0044554267,0.004919781,0.041391283,0.21585181
749,8262,20,262,5.24,0,0.02966731,0.003208252,0.0045029717,0.024931984,0.14123788
750,8274,20,274,5.48,0,0.03314229,0.0027114837,0.0029561287,0.026348326,0.16578107
751,8340,20,340,6.8,0,0.037703358,0.005040335,0.004984744,0.025727812,0.18840733
752,8344,20,344,6.88,0,0.06523076,0.007997701,0.0077653807,0.03529587,0.34444165
753,8350,20,350,7.0,0,0.062727585,0.011277952,0.011809534,0.045207962,0.2968395
754,8354,20,354,7.08,0,0.08123925,0.02470278,0.02038039,0.034518495,0.39245704
755,8358,20,358,7.16,0,0.09802611,0.036710314,0.023428539,0.034245312,0.4717269
756,8364,20,364,7.28,0,0.11339375,0.034511544,0.032733686,0.05532239,0.5286712
757,8368,20,368,7.36,0,0.053746372,0.015266396,0.023290658,0.033789236,0.22755438
758,8400,21,0,0.0,0,0.5967846,0.5878882,0.78364015,0.609527,0.28487948
759,8404,21,4,0.08,0,0.03927,0.0021003103,0.012725594,0.04417421,0.16206627
760,8412,21,12,0.24,0,0.031545807,0.0061387816,0.005051957,0.015266053,0.1621182
761,8417,21,17,0.34,0,0.06892876,0.008617218,0.009426446,0.027620332,0.3776736
762,8421,21,21,0.42,0,0.05905288,0.007388874,0.007535027,0.014159474,0.34028766
763,8426,21,26,0.52,0,0.05563122,0.008271711,0.006124479,0.024165485,0.30109087
764,8432,21,32,0.64,0,0.04400224,0.018132215,0.010441635,0.021876533,0.19717614
765,8436,21,36,0.72,0,0.036883637,0.020135924,0.015019325,0.024595529,0.13288231
766,8446,21,46,0.92,0,0.042401593,0.0397016,0.019646708,0.016027939,0.13058247
767,8451,21,51,1.02,0,0.070589766,0.015896954,0.020604853,0.009490618,0.38334638
768,8455,21,55,1.1,0,0.049197726,0.007858645,0.017427137,0.013229526,0.25855353
769,8459,21,59,1.18,0,0.044455193,0.0069659282,0.01284077,0.016763462,0.23077372
770,8464,21,64,1.28,0,0.0367546,0.0069659282,0.005936461,0.023540027,0.17964934
771,8468,21,68,1.36,0,0.03653348,0.009851309,0.007984569,0.017733615,0.17770648
772,8472,21,72,1.44,0,0.036930695,0.009925646,0.008371039,0.018895555,0.17760046
773,8476,21,76,1.52,0,0.032992925,0.005815481,0.0052895434,0.022211999,0.16054747
774,8506,21,106,2.12,0,0.031243116,0.037816156,0.01643279,0.0110104345,0.07431102
775,8510,21,110,2.2,0,0.035707764,0.026735144,0.022083987,0.016634613,0.11113875
776,8514,21,114,2.28,0,0.02958896,0.010742619,0.0052954596,0.015479593,0.13756853
777,8518,21,118,2.36,0,0.03999746,0.0062577855,0.004786573,0.02157336,0.208115
778,8522,21,122,2.44,0,0.0892894,0.012572631,0.010825809,0.05487818,0.45641986
779,8526,21,126,2.52,0,0.10317185,0.016403917,0.013591727,0.04353689,0.5543221
780,8530,21,130,2.6,0,0.1150205,0.033153348,0.017113823,0.05610141,0.5674201
781,8536,21,136,2.72,0,0.12606594,0.023901068,0.033664033,0.04658509,0.6509219
782,8540,21,140,2.8,0,0.11721558,0.024717655,0.034405492,0.065850385,0.55666953
783,8544,21,144,2.88,0,0.102188915,0.0445212,0.0359027,0.036541514,0.45663622
784,8548,21,148,2.96,0,0.09445471,0.031187963,0.038202822,0.046355076,0.41599634
785,8552,21,152,3.04,0,0.08114125,0.021725725,0.019879088,0.029401142,0.40811455
786,8557,21,157,3.14,0,0.07516512,0.009711078,0.013312656,0.021819193,0.41988853
787,8564,21,164,3.28,0,0.082247674,0.0035353422,0.0097968355,0.04428164,0.4499379
788,8569,21,169,3.38,0,0.05534681,0.0027476377,0.008355438,0.027167551,0.30336258
789,8574,21,174,3.48,0,0.045073338,0.0041121645,0.006329719,0.020071337,0.24689208
790,8578,21,178,3.56,0,0.054395843,0.0061831325,0.0050942115,0.029250873,0.29096982
791,8584,21,184,3.68,0,0.051455244,0.007376032,0.0052639744,0.027338251,0.27148718
792,8588,21,188,3.76,0,0.04049173,0.004537181,0.0046719,0.025484614,0.20909724
793,8592,21,192,3.84,0,0.029795343,0.004925655,0.0048031644,0.0134424055,0.15673314
794,8598,21,198,3.96,0,0.039425924,0.0025723176,0.003981634,0.017634423,0.22081064
795,8604,21,204,4.08,0,0.03170433,0.0019173132,0.0025762243,0.017416272,0.17356762
796,8642,21,242,4.84,0,0.04616504,0.048007064,0.013730982,0.02640962,0.12884948
797,8646,21,246,4.92,0,0.031228967,0.008240997,0.014931081,0.010132222,0.14719194
798,8650,21,250,5.0,0,0.037381258,0.011535783,0.007390172,0.008955123,0.19504939
799,8654,21,254,5.08,0,0.06478464,0.022599421,0.0197101,0.027165905,0.30103892
800,8658,21,258,5.16,0,0.0946491,0.032807812,0.035292167,0.038979415,0.43065646
801,8662,21,262,5.24,0,0.10598345,0.038765673,0.03622204,0.07082703,0.43768796
802,8666,21,266,5.32,0,0.105440415,0.05168202,0.030694054,0.044746615,0.45661026
803,8670,21,270,5.4,0,0.09066601,0.027598575,0.035098016,0.0342117,0.42452717
804,8674,21,274,5.48,0,0.068563126,0.015290448,0.017870052,0.030283967,0.3411531
805,8678,21,278,5.56,0,0.06709715,0.012543354,0.014969429,0.030643491,0.34202498
806,8684,21,284,5.68,0,0.0776785,0.009114756,0.011760466,0.050240956,0.39325324
807,8690,21,290,5.8,0,0.075443916,0.0057267123,0.009348403,0.053250603,0.38526544
808,8694,21,294,5.88,0,0.03015969,0.0008574485,0.0062350803,0.027511587,0.14281943
809,8800,22,0,0.0,0,0.5501737,0.5513732,0.7217587,0.56966704,0.22891092
810,8818,22,18,0.36,0,0.047642447,0.011725394,0.0056194323,0.021039512,0.24582545
811,8822,22,22,0.44,0,0.05634962,0.017361969,0.012134563,0.036936626,0.25336754
812,8826,22,26,0.52,0,0.07356443,0.020200094,0.014504888,0.03592726,0.3592424
813,8831,22,31,0.62,0,0.087882556,0.02286345,0.022371957,0.039922547,0.42871144
814,8835,22,35,0.7,0,0.059871726,0.01858897,0.016937437,0.007257357,0.31544593
815,8839,22,39,0.78,0,0.043520194,0.016314028,0.015320849,0.0029302281,0.2216501
816,8844,22,44,0.88,0,0.037583057,0.01057132,0.01087847,0.016992819,0.17943515
817,8849,22,49,0.98,0,0.036172953,0.009431903,0.009517205,0.013075632,0.18149051
818,8854,22,54,1.08,0,0.0320693,0.008443456,0.00821782,0.0195599,0.14779773
819,8870,22,70,1.4,0,0.039872058,0.03781817,0.019799575,0.017827202,0.11486004
820,8874,22,74,1.48,0,0.043786116,0.021042533,0.0237404,0.021038853,0.1681761
821,8878,22,78,1.56,0,0.04474766,0.007704227,0.015388905,0.020569595,0.22041038
822,8882,22,82,1.64,0,0.048964977,0.0069129397,0.009547448,0.029645327,0.24498168
823,8886,22,86,1.72,0,0.037031297,0.00451542,0.006651838,0.020663843,0.19081318
824,8890,22,90,1.8,0,0.04122711,0.0050727185,0.005013779,0.031471614,0.20220205
825,8894,22,94,1.88,0,0.033213433,0.0052156416,0.004193275,0.01925343,0.17017521
826,8954,22,154,3.08,0,0.038389392,0.0032082563,0.012013992,0.032340266,0.17451958
827,9010,22,210,4.2,0,0.029626224,0.0046174824,0.0037719933,0.028579282,0.13281524
828,9054,22,254,5.08,0,0.032715887,0.0050300085,0.03562241,0.013599923,0.12433201
829,9061,22,261,5.22,0,0.0750355,0.010879765,0.014972593,0.032350153,0.3959793
830,9066,22,266,5.32,0,0.105142295,0.021961331,0.012145243,0.062891155,0.52464485
831,9072,22,272,5.44,0,0.0792014,0.022408709,0.0139448,0.033886775,0.39600307
832,9076,22,276,5.52,0,0.106313944,0.025013331,0.025774922,0.056477413,0.5133079
833,9080,22,280,5.6,0,0.10035388,0.035808004,0.024493564,0.04252917,0.47376928
834,9087,22,287,5.74,0,0.1146111,0.029591206,0.021380948,0.06712767,0.5475134
835,9094,22,294,5.88,0,0.05862044,0.012804401,0.014934518,0.036066324,0.2759246
836,9099,22,299,5.98,0,0.072450295,0.007811708,0.01873516,0.04804757,0.3534701
837,9103,22,303,6.06,0,0.06687021,0.0055568875,0.017874476,0.0141113615,0.37952557
838,9109,22,309,6.18,0,0.07903,0.0062422887,0.027942915,0.027916256,0.4192027
839,9113,22,313,6.26,0,0.097097516,0.015646938,0.018474186,0.028833022,0.5319619
840,9118,22,318,6.36,0,0.07812604,0.007275676,0.01186814,0.04173499,0.41452512
841,9123,22,323,6.46,0,0.070255585,0.006123387,0.008487563,0.035440534,0.38086915
842,9127,22,327,6.54,0,0.06837721,0.007858624,0.0071654404,0.02294884,0.38732082
843,9133,22,333,6.66,0,0.06052222,0.006002101,0.0059819976,0.023866266,0.33972946
844,9137,22,337,6.74,0,0.053423036,0.009234982,0.006874503,0.01755171,0.29389492
845,9143,22,343,6.86,0,0.05654781,0.0060630552,0.0061537125,0.01564568,0.32650593
846,9148,22,348,6.96,0,0.033137463,0.0039293156,0.0042853197,0.015195862,0.17927937
847,9153,22,353,7.06,0,0.035332296,0.0030915423,0.004181895,0.009815539,0.20500599
848,9200,23,0,0.0,0,0.8230363,0.87014943,0.9791474,1.0,0.1579815
849,9204,23,4,0.08,0,0.029467523,0.0,0.013488553,0.025653007,0.13121422
850,9218,23,18,0.36,0,0.055177487,0.009776383,0.007816446,0.05119595,0.24668437
851,9224,23,24,0.48,0,0.06675577,0.008134466,0.00904466,0.060950853,0.30939883
852,9228,23,28,0.56,0,0.04312483,0.0064165485,0.0061180904,0.022590635,0.22467904
853,9232,23,32,0.64,0,0.051281553,0.006530105,0.0048372326,0.035017744,0.26021513
854,9236,23,36,0.72,0,0.047865804,0.006183142,0.004564613,0.022581737,0.2594341
855,9240,23,40,0.8,0,0.035036646,0.0047563296,0.0041672825,0.020567618,0.18125468
856,9246,23,46,0.92,0,0.0353093,0.009174209,0.0042460905,0.021579951,0.17094542
857,9254,23,54,1.08,0,0.040290907,0.025090363,0.011223908,0.02402642,0.15131132
858,9258,23,58,1.16,0,0.04998605,0.040217597,0.016354876,0.02290007,0.17397438
859,9262,23,62,1.24,0,0.039097935,0.035914823,0.023828922,0.013820382,0.1141028
860,9272,23,72,1.44,0,0.03104858,0.0060630604,0.009701074,0.019035937,0.14494836
861,9276,23,76,1.52,0,0.04228694,0.0069129546,0.006529011,0.019638987,0.22216934
862,9280,23,80,1.6,0,0.046257123,0.0077169924,0.007141931,0.020436464,0.2444105
863,9284,23,84,1.68,0,0.04858725,0.008357358,0.0063496525,0.021671891,0.25771192
864,9289,23,89,1.78,0,0.0338247,0.005556893,0.005415725,0.009941751,0.18693613
865,9294,23,94,1.88,0,0.036361136,0.00363783,0.0036825044,0.022488808,0.19030043
866,9325,23,125,2.5,0,0.030839536,0.049075533,0.013070944,0.0,0.06930243
867,9330,23,130,2.6,0,0.030537989,0.031197643,0.021946035,0.0108898245,0.07606565
868,9341,23,141,2.82,0,0.072179206,0.017821671,0.01250406,0.027101316,0.37360182
869,9345,23,145,2.9,0,0.117227525,0.018922191,0.025910454,0.05654958,0.59993166
870,9350,23,150,3.0,0,0.10478548,0.02903947,0.022585629,0.04893402,0.5116117
871,9355,23,155,3.1,0,0.13158435,0.02329351,0.034254514,0.06093405,0.6642298
872,9360,23,160,3.2,0,0.114626594,0.021177351,0.01747737,0.08469651,0.54447365
873,9364,23,164,3.28,0,0.06647925,0.015833754,0.019115448,0.042311676,0.303871
874,9370,23,170,3.4,0,0.045378715,0.0063589974,0.010782762,0.024127258,0.22950372
875,9376,23,176,3.52,0,0.07270688,0.00437213,0.0092452355,0.029769562,0.40948623
876,9380,23,180,3.6,0,0.04708165,0.0022685954,0.012474745,0.017537212,0.25856435
877,9385,23,185,3.7,0,0.056960203,0.0012126153,0.025425164,0.04331544,0.26233757
878,9389,23,189,3.78,0,0.05331238,0.0017148637,0.025420388,0.012840344,0.28764662
879,9396,23,196,3.92,0,0.040599838,0.005751912,0.010663925,0.01865796,0.20837462
880,9402,23,202,4.04,0,0.03960847,0.0063009225,0.0076870956,0.014369388,0.21259353
881,9406,23,206,4.12,0,0.055136755,0.0068595777,0.0086246235,0.040136743,0.27030373
882,9411,23,211,4.22,0,0.043207794,0.005490349,0.005122178,0.0077786813,0.25373968
883,9418,23,218,4.36,0,0.03629408,0.005622638,0.0047150217,0.026777051,0.17635426
884,9422,23,222,4.44,0,0.037255343,0.0055568884,0.004007596,0.01834688,0.19814542
885,9428,23,228,4.56,0,0.040957063,0.0042872424,0.0037848514,0.025762083,0.21379861
886,9432,23,232,4.64,0,0.03495321,0.003637846,0.0037317795,0.019983022,0.18500842
887,9437,23,237,4.74,0,0.030832935,0.0024252306,0.0048274375,0.005464355,0.18274103
888,9484,23,284,5.68,0,0.035414256,0.03512424,0.01883412,0.014274152,0.09895804
889,9488,23,288,5.76,0,0.03458654,0.0064735594,0.015972681,0.0132044805,0.16684335
890,9492,23,292,5.84,0,0.075966954,0.014876131,0.012952651,0.047091916,0.37166113
891,9496,23,296,5.92,0,0.09669787,0.028321704,0.021619175,0.049927898,0.45932335
892,9500,23,300,6.0,0,0.092278704,0.025013337,0.028513838,0.06631108,0.39878538
893,9506,23,306,6.12,0,0.12743184,0.034319278,0.036484122,0.0371874,0.64668137
894,9512,23,312,6.24,0,0.10312186,0.02580898,0.023394099,0.06562136,0.47889903
895,9518,23,318,6.36,0,0.10660234,0.010980686,0.012161291,0.037525836,0.6022488
896,9522,23,322,6.44,0,0.09857121,0.008617238,0.011859765,0.06524503,0.5085265
897,9527,23,327,6.54,0,0.08642901,0.006002126,0.009249794,0.025202204,0.50476843
898,9534,23,334,6.68,0,0.05678581,0.004312234,0.0050712773,0.040300194,0.29289106
899,9600,24,0,0.0,0,0.51727104,0.5051515,0.68445045,0.54195976,0.22576946
900,9618,24,18,0.36,0,0.052539453,0.016064266,0.009909127,0.022200795,0.2592632
901,9622,24,22,0.44,0,0.07601403,0.016155535,0.014812519,0.04018782,0.37739667
902,9626,24,26,0.52,0,0.05819424,0.016736688,0.012234099,0.014639607,0.3041198
903,9630,24,30,0.6,0,0.06758858,0.01814871,0.015671946,0.030074712,0.33199915
904,9634,24,34,0.68,0,0.05692645,0.014999178,0.014785381,0.034938324,0.26163876
905,9640,24,40,0.8,0,0.059878033,0.013692309,0.010610803,0.034421943,0.29218358
906,9646,24,46,0.92,0,0.048401084,0.014379783,0.011957434,0.024288071,0.22871187
907,9650,24,50,1.0,0,0.0340665,0.008357338,0.008826434,0.01972236,0.16002822
908,9660,24,60,1.2,0,0.041926667,0.015228292,0.006163375,0.030589446,0.18272372
909,9664,24,64,1.28,0,0.036406398,0.025548343,0.009515811,0.024070907,0.12711865
910,9670,24,70,1.4,0,0.040400326,0.04056745,0.02061969,0.020901108,0.10547678
911,9674,24,74,1.48,0,0.037427053,0.02655459,0.023361843,0.015275611,0.12315721
912,9682,24,82,1.64,0,0.03011516,0.0069035436,0.010351975,0.013559061,0.14480773
913,9702,24,102,2.04,0,0.036957562,0.0061831325,0.003940332,0.029552069,0.17613575
914,9744,24,144,2.88,0,0.029388553,0.026537063,0.022137837,0.023369657,0.05815805
915,9760,24,160,3.2,0,0.09300209,0.012601828,0.010540761,0.08396165,0.4331056
916,9765,24,165,3.3,0,0.08610426,0.017530533,0.017031424,0.022454867,0.4673133
917,9770,24,170,3.4,0,0.09599724,0.023435116,0.02463995,0.063829675,0.43785024
918,9776,24,176,3.52,0,0.10497525,0.025189081,0.025938353,0.06163431,0.49510607
919,9780,24,180,3.6,0,0.07801552,0.01653783,0.018301481,0.060754452,0.34975532
920,9784,24,184,3.68,0,0.07353232,0.014193256,0.012768734,0.051888634,0.34933558
921,9789,24,189,3.78,0,0.051040694,0.01548158,0.016573953,0.020874087,0.2417342
